Week,Week_Code,Market,Category,Net_Balance_1000JPY,Net_Balance_Billion_JPY
2025年3月4週,250304,TSE Prime,個　人,457373306.0,457.373306
2025年3月4週,250304,TSE Prime,法　人,-1040250517.0,-1040.250517
2025年3月4週,250304,TSE Growth,事業法人,-429936.0,-0.429936
2025年3月4週,250304,TSE Standard,事業法人,618382.0,0.618382
2025年3月4週,250304,TSE Standard,投資信託,-841110.0,-0.84111
2025年3月4週,250304,TSE Standard,証券会社,-415849.0,-0.415849
2025年3月4週,250304,TSE Standard,海外投資家,-8980667.0,-8.980667
2025年3月4週,250304,TSE Standard,個　人,9448954.0,9.448954
2025年3月4週,250304,TSE Standard,法　人,-1272400.0,-1.2724
2025年3月4週,250304,TSE Prime,自己計,1389466153.0,1389.466153
2025年4月1週,250401,TSE Growth,証券会社,-397646.0,-0.397646
2025年4月1週,250401,TSE Growth,海外投資家,-3117741.0,-3.117741
2025年4月1週,250401,TSE Growth,個　人,3023227.0,3.023227
2025年4月1週,250401,TSE Growth,法　人,4950020.0,4.95002
2025年4月1週,250401,TSE Growth,自己計,-6002649.0,-6.002649
2025年4月1週,250401,Tokyo & Nagoya,海外投資家,601126001.0,601.126001
2025年4月1週,250401,Tokyo & Nagoya,投資信託,249911690.0,249.91169
2025年4月1週,250401,Tokyo & Nagoya,証券会社,32104425.0,32.104425
2025年4月1週,250401,Tokyo & Nagoya,個　人,720930299.0,720.930299
2025年4月1週,250401,Tokyo & Nagoya,法　人,392687672.0,392.687672
2025年4月1週,250401,Tokyo & Nagoya,自己計,-1819269652.0,-1819.269652
2025年4月1週,250401,Tokyo & Nagoya,事業法人,310263482.0,310.263482
2025年4月1週,250401,TSE Growth,投資信託,1888880.0,1.88888
2025年4月1週,250401,TSE Standard,自己計,-4850488.0,-4.850488
2025年4月1週,250401,TSE Standard,法　人,6100825.0,6.100825
2025年4月1週,250401,TSE Prime,事業法人,302484648.0,302.484648
2025年4月1週,250401,TSE Prime,投資信託,247705776.0,247.705776
2025年4月1週,250401,TSE Prime,証券会社,31679830.0,31.67983
2025年4月1週,250401,TSE Prime,海外投資家,621750486.0,621.750486
2025年4月1週,250401,TSE Prime,個　人,703805463.0,703.805463
2025年4月1週,250401,TSE Prime,法　人,381597167.0,381.597167
2025年4月1週,250401,TSE Growth,事業法人,1652806.0,1.652806
2025年4月1週,250401,TSE Standard,事業法人,6083537.0,6.083537
2025年4月1週,250401,TSE Standard,投資信託,318870.0,0.31887
2025年4月1週,250401,TSE Standard,証券会社,812457.0,0.812457
2025年4月1週,250401,TSE Standard,海外投資家,-17557983.0,-17.557983
2025年4月1週,250401,TSE Standard,個　人,14259503.0,14.259503
2025年4月1週,250401,TSE Prime,自己計,-1808474287.0,-1808.474287
2025年4月2週,250402,TSE Growth,証券会社,346088.0,0.346088
2025年4月2週,250402,TSE Growth,海外投資家,12852246.0,12.852246
2025年4月2週,250402,TSE Growth,個　人,-14680609.0,-14.680609
2025年4月2週,250402,TSE Growth,法　人,3459776.0,3.459776
2025年4月2週,250402,TSE Growth,自己計,-1855615.0,-1.855615
2025年4月2週,250402,Tokyo & Nagoya,証券会社,21510098.0,21.510098
2025年4月2週,250402,Tokyo & Nagoya,投資信託,69121804.0,69.121804
2025年4月2週,250402,Tokyo & Nagoya,海外投資家,158228771.0,158.228771
2025年4月2週,250402,Tokyo & Nagoya,個　人,-117711658.0,-117.711658
2025年4月2週,250402,Tokyo & Nagoya,法　人,591879614.0,591.879614
2025年4月2週,250402,TSE Growth,投資信託,2107695.0,2.107695
2025年4月2週,250402,Tokyo & Nagoya,事業法人,365387225.0,365.387225
2025年4月2週,250402,Tokyo & Nagoya,自己計,-673666229.0,-673.666229
2025年4月2週,250402,TSE Standard,自己計,4311124.0,4.311124
2025年4月2週,250402,TSE Standard,法　人,5548608.0,5.548608
2025年4月2週,250402,TSE Growth,事業法人,718954.0,0.718954
2025年4月2週,250402,TSE Prime,投資信託,65707562.0,65.707562
2025年4月2週,250402,TSE Prime,証券会社,21222092.0,21.222092
2025年4月2週,250402,TSE Prime,海外投資家,132692788.0,132.692788
2025年4月2週,250402,TSE Prime,個　人,-82258481.0,-82.258481
2025年4月2週,250402,TSE Prime,法　人,582821394.0,582.821394
2025年4月2週,250402,TSE Prime,事業法人,358330632.0,358.330632
2025年4月2週,250402,TSE Standard,事業法人,6325623.0,6.325623
2025年4月2週,250402,TSE Standard,投資信託,1266361.0,1.266361
2025年4月2週,250402,TSE Standard,証券会社,-80476.0,-0.080476
2025年4月2週,250402,TSE Standard,海外投資家,12610091.0,12.610091
2025年4月2週,250402,TSE Standard,個　人,-20558021.0,-20.558021
2025年4月2週,250402,TSE Prime,自己計,-676188775.0,-676.188775
2025年4月3週,250403,TSE Growth,海外投資家,-6758601.0,-6.758601
2025年4月3週,250403,TSE Growth,個　人,8196604.0,8.196604
2025年4月3週,250403,TSE Growth,法　人,781228.0,0.781228
2025年4月3週,250403,TSE Growth,自己計,-2513235.0,-2.513235
2025年4月3週,250403,Tokyo & Nagoya,事業法人,184950944.0,184.950944
2025年4月3週,250403,Tokyo & Nagoya,海外投資家,150379338.0,150.379338
2025年4月3週,250403,Tokyo & Nagoya,証券会社,-4158830.0,-4.15883
2025年4月3週,250403,Tokyo & Nagoya,個　人,-230535497.0,-230.535497
2025年4月3週,250403,Tokyo & Nagoya,法　人,316599601.0,316.599601
2025年4月3週,250403,Tokyo & Nagoya,自己計,-229078512.0,-229.078512
2025年4月3週,250403,TSE Growth,証券会社,-335762.0,-0.335762
2025年4月3週,250403,TSE Growth,投資信託,1355393.0,1.355393
2025年4月3週,250403,Tokyo & Nagoya,投資信託,71417828.0,71.417828
2025年4月3週,250403,TSE Growth,事業法人,276339.0,0.276339
2025年4月3週,250403,TSE Standard,自己計,3345710.0,3.34571
2025年4月3週,250403,TSE Prime,投資信託,69287245.0,69.287245
2025年4月3週,250403,TSE Prime,証券会社,-3803621.0,-3.803621
2025年4月3週,250403,TSE Prime,海外投資家,167950271.0,167.950271
2025年4月3週,250403,TSE Prime,個　人,-244488527.0,-244.488527
2025年4月3週,250403,TSE Prime,法　人,310966104.0,310.966104
2025年4月3週,250403,TSE Prime,事業法人,183117557.0,183.117557
2025年4月3週,250403,TSE Standard,事業法人,1421747.0,1.421747
2025年4月3週,250403,TSE Standard,投資信託,773912.0,0.773912
2025年4月3週,250403,TSE Standard,証券会社,-32322.0,-0.032322
2025年4月3週,250403,TSE Standard,海外投資家,-10820750.0,-10.82075
2025年4月3週,250403,TSE Standard,個　人,5801507.0,5.801507
2025年4月3週,250403,TSE Standard,法　人,4870937.0,4.870937
2025年4月3週,250403,TSE Prime,自己計,-229966389.0,-229.966389
2025年4月4週,250404,TSE Growth,証券会社,-738570.0,-0.73857
2025年4月4週,250404,TSE Growth,海外投資家,-10601362.0,-10.601362
2025年4月4週,250404,TSE Growth,個　人,14868860.0,14.86886
2025年4月4週,250404,TSE Growth,法　人,-1219929.0,-1.219929
2025年4月4週,250404,TSE Growth,自己計,-2875270.0,-2.87527
2025年4月4週,250404,Tokyo & Nagoya,海外投資家,288137076.0,288.137076
2025年4月4週,250404,Tokyo & Nagoya,投資信託,-56782879.0,-56.782879
2025年4月4週,250404,Tokyo & Nagoya,証券会社,-5150277.0,-5.150277
2025年4月4週,250404,Tokyo & Nagoya,個　人,-354932670.0,-354.93267
2025年4月4週,250404,Tokyo & Nagoya,法　人,-145479546.0,-145.479546
2025年4月4週,250404,TSE Growth,投資信託,793918.0,0.793918
2025年4月4週,250404,Tokyo & Nagoya,事業法人,79303492.0,79.303492
2025年4月4週,250404,TSE Growth,事業法人,-34927.0,-0.034927
2025年4月4週,250404,Tokyo & Nagoya,自己計,226341511.0,226.341511
2025年4月4週,250404,TSE Standard,法　人,931681.0,0.931681
2025年4月4週,250404,TSE Prime,事業法人,78576674.0,78.576674
2025年4月4週,250404,TSE Prime,投資信託,-57950695.0,-57.950695
2025年4月4週,250404,TSE Prime,証券会社,-4188275.0,-4.188275
2025年4月4週,250404,TSE Prime,海外投資家,306180686.0,306.180686
2025年4月4週,250404,TSE Prime,個　人,-378409953.0,-378.409953
2025年4月4週,250404,TSE Prime,法　人,-145195043.0,-145.195043
2025年4月4週,250404,TSE Standard,自己計,-637327.0,-0.637327
2025年4月4週,250404,TSE Standard,事業法人,783002.0,0.783002
2025年4月4週,250404,TSE Standard,投資信託,368830.0,0.36883
2025年4月4週,250404,TSE Standard,証券会社,-272510.0,-0.27251
2025年4月4週,250404,TSE Standard,海外投資家,-7455763.0,-7.455763
2025年4月4週,250404,TSE Standard,個　人,8691023.0,8.691023
2025年4月4週,250404,TSE Prime,自己計,229839324.0,229.839324
2025年5月1週,250501,TSE Growth,証券会社,52524.0,0.052524
2025年5月1週,250501,TSE Growth,海外投資家,4862315.0,4.862315
2025年5月1週,250501,TSE Growth,個　人,-4079852.0,-4.079852
2025年5月1週,250501,TSE Growth,法　人,183671.0,0.183671
2025年5月1週,250501,TSE Growth,自己計,-1591543.0,-1.591543
2025年5月1週,250501,Tokyo & Nagoya,証券会社,-5546990.0,-5.54699
2025年5月1週,250501,Tokyo & Nagoya,投資信託,177613281.0,177.613281
2025年5月1週,250501,Tokyo & Nagoya,海外投資家,394609056.0,394.609056
2025年5月1週,250501,Tokyo & Nagoya,個　人,-167337048.0,-167.337048
2025年5月1週,250501,Tokyo & Nagoya,法　人,21290410.0,21.29041
2025年5月1週,250501,TSE Growth,投資信託,1100422.0,1.100422
2025年5月1週,250501,Tokyo & Nagoya,事業法人,105781460.0,105.78146
2025年5月1週,250501,Tokyo & Nagoya,自己計,-223426358.0,-223.426358
2025年5月1週,250501,TSE Growth,事業法人,782492.0,0.782492
2025年5月1週,250501,TSE Standard,法　人,-384784.0,-0.384784
2025年5月1週,250501,TSE Standard,自己計,-1918361.0,-1.918361
2025年5月1週,250501,TSE Prime,事業法人,103648258.0,103.648258
2025年5月1週,250501,TSE Prime,投資信託,175230960.0,175.23096
2025年5月1週,250501,TSE Prime,証券会社,-5101550.0,-5.10155
2025年5月1週,250501,TSE Prime,個　人,-161662725.0,-161.662725
2025年5月1週,250501,TSE Prime,法　人,21497961.0,21.497961
2025年5月1週,250501,TSE Prime,海外投資家,386993183.0,386.993183
2025年5月1週,250501,TSE Standard,事業法人,1399888.0,1.399888
2025年5月1週,250501,TSE Standard,投資信託,1265714.0,1.265714
2025年5月1週,250501,TSE Standard,証券会社,-505502.0,-0.505502
2025年5月1週,250501,TSE Standard,海外投資家,2746702.0,2.746702
2025年5月1週,250501,TSE Standard,個　人,-1599998.0,-1.599998
2025年5月1週,250501,TSE Prime,自己計,-219906760.0,-219.90676
2025年5月2週,250502,TSE Growth,法　人,-446189.0,-0.446189
2025年5月2週,250502,TSE Growth,証券会社,-293733.0,-0.293733
2025年5月2週,250502,TSE Growth,海外投資家,-4901088.0,-4.901088
2025年5月2週,250502,TSE Growth,個　人,7337448.0,7.337448
2025年5月2週,250502,TSE Growth,自己計,-2414804.0,-2.414804
2025年5月2週,250502,TSE Growth,投資信託,129070.0,0.12907
2025年5月2週,250502,Tokyo & Nagoya,投資信託,31975051.0,31.975051
2025年5月2週,250502,Tokyo & Nagoya,証券会社,-10802416.0,-10.802416
2025年5月2週,250502,Tokyo & Nagoya,海外投資家,357010332.0,357.010332
2025年5月2週,250502,Tokyo & Nagoya,個　人,-357635278.0,-357.635278
2025年5月2週,250502,Tokyo & Nagoya,法　人,-205401277.0,-205.401277
2025年5月2週,250502,Tokyo & Nagoya,事業法人,156577767.0,156.577767
2025年5月2週,250502,TSE Growth,事業法人,-175473.0,-0.175473
2025年5月2週,250502,Tokyo & Nagoya,自己計,226187754.0,226.187754
2025年5月2週,250502,TSE Standard,法　人,-5027084.0,-5.027084
2025年5月2週,250502,TSE Prime,事業法人,154985751.0,154.985751
2025年5月2週,250502,TSE Prime,投資信託,31454739.0,31.454739
2025年5月2週,250502,TSE Prime,証券会社,-10211405.0,-10.211405
2025年5月2週,250502,TSE Prime,海外投資家,363985893.0,363.985893
2025年5月2週,250502,TSE Prime,個　人,-371454547.0,-371.454547
2025年5月2週,250502,TSE Prime,法　人,-199909215.0,-199.909215
2025年5月2週,250502,TSE Standard,自己計,-298709.0,-0.298709
2025年5月2週,250502,TSE Standard,事業法人,1780366.0,1.780366
2025年5月2週,250502,TSE Standard,投資信託,385668.0,0.385668
2025年5月2週,250502,TSE Standard,証券会社,-280993.0,-0.280993
2025年5月2週,250502,TSE Standard,海外投資家,-2093705.0,-2.093705
2025年5月2週,250502,TSE Standard,個　人,6449833.0,6.449833
2025年5月2週,250502,TSE Prime,自己計,228921214.0,228.921214
2025年5月3週,250503,TSE Growth,海外投資家,12024444.0,12.024444
2025年5月3週,250503,TSE Growth,法　人,-4568000.0,-4.568
2025年5月3週,250503,TSE Growth,自己計,-185395.0,-0.185395
2025年5月3週,250503,Tokyo & Nagoya,事業法人,256065806.0,256.065806
2025年5月3週,250503,Tokyo & Nagoya,海外投資家,623278926.0,623.278926
2025年5月3週,250503,Tokyo & Nagoya,証券会社,-7744268.0,-7.744268
2025年5月3週,250503,TSE Growth,証券会社,-264388.0,-0.264388
2025年5月3週,250503,Tokyo & Nagoya,個　人,-257976300.0,-257.9763
2025年5月3週,250503,Tokyo & Nagoya,法　人,-218705436.0,-218.705436
2025年5月3週,250503,Tokyo & Nagoya,自己計,-123213193.0,-123.213193
2025年5月3週,250503,Tokyo & Nagoya,投資信託,8597785.0,8.597785
2025年5月3週,250503,TSE Growth,投資信託,-1577146.0,-1.577146
2025年5月3週,250503,TSE Growth,個　人,-6648881.0,-6.648881
2025年5月3週,250503,TSE Prime,事業法人,242869059.0,242.869059
2025年5月3週,250503,TSE Standard,自己計,6177256.0,6.177256
2025年5月3週,250503,TSE Prime,投資信託,9608273.0,9.608273
2025年5月3週,250503,TSE Prime,証券会社,-7042460.0,-7.04246
2025年5月3週,250503,TSE Prime,海外投資家,597828622.0,597.828622
2025年5月3週,250503,TSE Prime,個　人,-222531257.0,-222.531257
2025年5月3週,250503,TSE Prime,法　人,-223587447.0,-223.587447
2025年5月3週,250503,TSE Growth,事業法人,-1620074.0,-1.620074
2025年5月3週,250503,TSE Standard,事業法人,14831904.0,14.831904
2025年5月3週,250503,TSE Standard,投資信託,544967.0,0.544967
2025年5月3週,250503,TSE Standard,証券会社,-300814.0,-0.300814
2025年5月3週,250503,TSE Standard,海外投資家,13374366.0,13.374366
2025年5月3週,250503,TSE Standard,個　人,-28905378.0,-28.905378
2025年5月3週,250503,TSE Standard,法　人,9448973.0,9.448973
2025年5月3週,250503,TSE Prime,自己計,-129189015.0,-129.189015
2025年5月4週,250504,TSE Growth,証券会社,-552276.0,-0.552276
2025年5月4週,250504,TSE Growth,海外投資家,-9854522.0,-9.854522
2025年5月4週,250504,TSE Growth,個　人,13002513.0,13.002513
2025年5月4週,250504,TSE Growth,法　人,-1363875.0,-1.363875
2025年5月4週,250504,TSE Growth,自己計,-585320.0,-0.58532
2025年5月4週,250504,Tokyo & Nagoya,海外投資家,285023033.0,285.023033
2025年5月4週,250504,Tokyo & Nagoya,投資信託,73804459.0,73.804459
2025年5月4週,250504,Tokyo & Nagoya,証券会社,-1660375.0,-1.660375
2025年5月4週,250504,Tokyo & Nagoya,個　人,-55060613.0,-55.060613
2025年5月4週,250504,Tokyo & Nagoya,法　人,666381392.0,666.381392
2025年5月4週,250504,Tokyo & Nagoya,自己計,-909604988.0,-909.604988
2025年5月4週,250504,Tokyo & Nagoya,事業法人,715623761.0,715.623761
2025年5月4週,250504,TSE Growth,投資信託,-933507.0,-0.933507
2025年5月4週,250504,TSE Growth,事業法人,2274205.0,2.274205
2025年5月4週,250504,TSE Standard,法　人,-2969182.0,-2.969182
2025年5月4週,250504,TSE Prime,事業法人,712068889.0,712.068889
2025年5月4週,250504,TSE Prime,投資信託,73864988.0,73.864988
2025年5月4週,250504,TSE Prime,証券会社,-143610.0,-0.14361
2025年5月4週,250504,TSE Prime,海外投資家,283322651.0,283.322651
2025年5月4週,250504,TSE Prime,個　人,-61280351.0,-61.280351
2025年5月4週,250504,TSE Prime,法　人,670710467.0,670.710467
2025年5月4週,250504,TSE Standard,自己計,-2367395.0,-2.367395
2025年5月4週,250504,TSE Standard,事業法人,1286360.0,1.28636
2025年5月4週,250504,TSE Standard,投資信託,836499.0,0.836499
2025年5月4週,250504,TSE Standard,証券会社,-924382.0,-0.924382
2025年5月4週,250504,TSE Standard,海外投資家,11466482.0,11.466482
2025年5月4週,250504,TSE Standard,個　人,-6753384.0,-6.753384
2025年5月4週,250504,TSE Prime,自己計,-906632260.0,-906.63226
2025年5月5週,250505,TSE Growth,証券会社,233475.0,0.233475
2025年5月5週,250505,TSE Growth,海外投資家,-5369737.0,-5.369737
2025年5月5週,250505,TSE Growth,個　人,10165421.0,10.165421
2025年5月5週,250505,TSE Growth,法　人,-3689921.0,-3.689921
2025年5月5週,250505,TSE Growth,自己計,70103.0,0.070103
2025年5月5週,250505,Tokyo & Nagoya,証券会社,-12269335.0,-12.269335
2025年5月5週,250505,Tokyo & Nagoya,投資信託,-264107351.0,-264.107351
2025年5月5週,250505,Tokyo & Nagoya,海外投資家,616572817.0,616.572817
2025年5月5週,250505,Tokyo & Nagoya,個　人,-356780428.0,-356.780428
2025年5月5週,250505,Tokyo & Nagoya,法　人,-233765613.0,-233.765613
2025年5月5週,250505,TSE Growth,投資信託,-376281.0,-0.376281
2025年5月5週,250505,Tokyo & Nagoya,事業法人,246927400.0,246.9274
2025年5月5週,250505,Tokyo & Nagoya,自己計,25872748.0,25.872748
2025年5月5週,250505,TSE Growth,事業法人,-2983255.0,-2.983255
2025年5月5週,250505,TSE Standard,法　人,-3053957.0,-3.053957
2025年5月5週,250505,TSE Standard,自己計,-1422173.0,-1.422173
2025年5月5週,250505,TSE Prime,事業法人,253173155.0,253.173155
2025年5月5週,250505,TSE Prime,投資信託,-264318473.0,-264.318473
2025年5月5週,250505,TSE Prime,証券会社,-11935496.0,-11.935496
2025年5月5週,250505,TSE Prime,個　人,-360996165.0,-360.996165
2025年5月5週,250505,TSE Prime,法　人,-227032056.0,-227.032056
2025年5月5週,250505,TSE Prime,海外投資家,611564165.0,611.564165
2025年5月5週,250505,TSE Standard,事業法人,-3262279.0,-3.262279
2025年5月5週,250505,TSE Standard,投資信託,592192.0,0.592192
2025年5月5週,250505,TSE Standard,証券会社,-566149.0,-0.566149
2025年5月5週,250505,TSE Standard,海外投資家,10353759.0,10.353759
2025年5月5週,250505,TSE Standard,個　人,-5989380.0,-5.98938
2025年5月5週,250505,TSE Prime,自己計,27277773.0,27.277773
2025年6月1週,250601,TSE Growth,法　人,403363.0,0.403363
2025年6月1週,250601,TSE Growth,証券会社,-291443.0,-0.291443
2025年6月1週,250601,TSE Growth,海外投資家,-17363171.0,-17.363171
2025年6月1週,250601,TSE Growth,個　人,22922256.0,22.922256
2025年6月1週,250601,TSE Growth,自己計,-6097170.0,-6.09717
2025年6月1週,250601,Tokyo & Nagoya,自己計,-332580318.0,-332.580318
2025年6月1週,250601,Tokyo & Nagoya,投資信託,-21117347.0,-21.117347
2025年6月1週,250601,Tokyo & Nagoya,証券会社,5987191.0,5.987191
2025年6月1週,250601,Tokyo & Nagoya,海外投資家,398591776.0,398.591776
2025年6月1週,250601,Tokyo & Nagoya,個　人,161849133.0,161.849133
2025年6月1週,250601,Tokyo & Nagoya,法　人,-185712238.0,-185.712238
2025年6月1週,250601,TSE Growth,投資信託,4147060.0,4.14706
2025年6月1週,250601,TSE Growth,事業法人,405561.0,0.405561
2025年6月1週,250601,Tokyo & Nagoya,事業法人,344644471.0,344.644471
2025年6月1週,250601,TSE Standard,法　人,-6198667.0,-6.198667
2025年6月1週,250601,TSE Prime,事業法人,346658114.0,346.658114
2025年6月1週,250601,TSE Prime,投資信託,-23656783.0,-23.656783
2025年6月1週,250601,TSE Prime,証券会社,7958527.0,7.958527
2025年6月1週,250601,TSE Prime,海外投資家,393216039.0,393.216039
2025年6月1週,250601,TSE Prime,個　人,189024477.0,189.024477
2025年6月1週,250601,TSE Prime,法　人,-179891927.0,-179.891927
2025年6月1週,250601,TSE Standard,自己計,36272523.0,36.272523
2025年6月1週,250601,TSE Standard,事業法人,-2412171.0,-2.412171
2025年6月1週,250601,TSE Standard,投資信託,-1626506.0,-1.626506
2025年6月1週,250601,TSE Standard,証券会社,-1684357.0,-1.684357
2025年6月1週,250601,TSE Standard,海外投資家,22784785.0,22.784785
2025年6月1週,250601,TSE Standard,個　人,-50188202.0,-50.188202
2025年6月1週,250601,TSE Prime,自己計,-362718699.0,-362.718699
2025年6月2週,250602,TSE Growth,海外投資家,7851217.0,7.851217
2025年6月2週,250602,TSE Growth,個　人,4573767.0,4.573767
2025年6月2週,250602,TSE Growth,法　人,-6202519.0,-6.202519
2025年6月2週,250602,TSE Growth,自己計,-4132190.0,-4.13219
2025年6月2週,250602,Tokyo & Nagoya,事業法人,322989950.0,322.98995
2025年6月2週,250602,Tokyo & Nagoya,海外投資家,99704954.0,99.704954
2025年6月2週,250602,Tokyo & Nagoya,証券会社,-9388006.0,-9.388006
2025年6月2週,250602,Tokyo & Nagoya,個　人,-4009916.0,-4.009916
2025年6月2週,250602,Tokyo & Nagoya,法　人,213313630.0,213.31363
2025年6月2週,250602,Tokyo & Nagoya,自己計,-362073839.0,-362.073839
2025年6月2週,250602,TSE Growth,証券会社,-305923.0,-0.305923
2025年6月2週,250602,Tokyo & Nagoya,投資信託,-2647681.0,-2.647681
2025年6月2週,250602,TSE Growth,投資信託,-669968.0,-0.669968
2025年6月2週,250602,TSE Growth,事業法人,-1638444.0,-1.638444
2025年6月2週,250602,TSE Standard,自己計,109174.0,0.109174
2025年6月2週,250602,TSE Prime,投資信託,-1213391.0,-1.213391
2025年6月2週,250602,TSE Prime,証券会社,-8619520.0,-8.61952
2025年6月2週,250602,TSE Prime,海外投資家,96873927.0,96.873927
2025年6月2週,250602,TSE Prime,個　人,-18805758.0,-18.805758
2025年6月2週,250602,TSE Prime,法　人,222479989.0,222.479989
2025年6月2週,250602,TSE Prime,自己計,-357997252.0,-357.997252
2025年6月2週,250602,TSE Prime,事業法人,324517238.0,324.517238
2025年6月2週,250602,TSE Standard,投資信託,-808989.0,-0.808989
2025年6月2週,250602,TSE Standard,証券会社,-464160.0,-0.46416
2025年6月2週,250602,TSE Standard,海外投資家,-5032687.0,-5.032687
2025年6月2週,250602,TSE Standard,個　人,10171366.0,10.171366
2025年6月2週,250602,TSE Standard,法　人,-2972516.0,-2.972516
2025年6月2週,250602,TSE Standard,事業法人,170822.0,0.170822
2025年6月3週,250603,TSE Growth,海外投資家,-11755453.0,-11.755453
2025年6月3週,250603,TSE Growth,個　人,20592511.0,20.592511
2025年6月3週,250603,TSE Growth,法　人,-9300523.0,-9.300523
2025年6月3週,250603,TSE Growth,自己計,-636231.0,-0.636231
2025年6月3週,250603,Tokyo & Nagoya,事業法人,297551480.0,297.55148
2025年6月3週,250603,Tokyo & Nagoya,海外投資家,88459899.0,88.459899
2025年6月3週,250603,Tokyo & Nagoya,証券会社,-12621726.0,-12.621726
2025年6月3週,250603,Tokyo & Nagoya,個　人,-232631240.0,-232.63124
2025年6月3週,250603,Tokyo & Nagoya,法　人,190126694.0,190.126694
